,ts-travel2-service-5c66d57d58-zxw8n,ts-gateway-service-6f6cfc45b-d9pnv,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,ts-train-service-86f5f97bc9-tlpss,ts-route-service-b6c59fb57-dz9bw,ts-price-service-76846864d9-nmjz7,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,ts-config-service-5fcd447d84-9qltf,ts-auth-service-7f8d7d756d-kzp47,ts-verification-code-service-7b6dc75c45-r66rb,ts-food-service-f5756978c-6sb8t,ts-train-food-service-59bbbdd99b-cz98n,ts-travel-service-64469b5b48-5rjvb,ts-station-food-service-dc4d75dd-k65k2,ts-preserve-other-service-66646bdb5b-l8hp6,ts-security-service-cb9788d56-bdkcx,ts-order-service-5b67c48447-fj8b7,ts-contacts-service-866bd68c97-dzqgd,ts-assurance-service-69876c9868-wqgrl,ts-delivery-service-7d97b69596-gfnbr,ts-user-service-687d654649-f8jtd,ts-preserve-service-b5ccf8557-l5l4p,ts-execute-service-775f544d9-tmwcv,ts-inside-payment-service-6f94c49ccd-t4k6c,ts-payment-service-7fc6f5476f-pqwgt,ts-cancel-service-756f6c4675-prw5z
1675078733384,7.094879353933145e-59,0.0,1.93373840618612e-58,3.1450801200215323e-58,5.08164910862852e-58,9.43282970736575e-58,2.409057093110731e-28,9.816522047728875e-26,1.9633904219542674e-25,2.9257732413988475e-25,1.0466862427596882e-15,2.852786193931545e-15,,,,,,,,,,,,,,,,
1675078733391,0.24829265189570474,0.0,9.602660738890616e-59,1.5618005668491886e-58,2.5234722663696672e-58,4.684204605844907e-58,1.1963023484332474e-28,4.874740583246533e-26,9.749908291473009e-26,1.4528959939048196e-25,5.19769005835111e-16,1.416651698765431e-15,,,,,,,,,,,,,,,,
1675078733394,0.18393972058572117,0.0,0.4623789706337195,1.157010316992934e-58,1.8694342343116177e-58,3.470144121411092e-58,8.86242577163675e-29,3.6112966451656416e-26,7.222909712298982e-26,1.0763318250401676e-25,3.850543500682707e-16,1.0494813908051426e-15,,,,,,,,,,,,,,,,
1675078733399,0.11156508007421491,0.0,0.28044702209571826,0.4155975708856221,1.1338691794264074e-58,2.1047488032573866e-58,5.375332949925082e-29,2.190362136610336e-26,4.380916192845489e-26,6.528282519113156e-26,2.335472689721275e-16,6.365426403211753e-16,,,,,,,,,,,,,,,,
1675078733405,0.06122821412649095,0.0,0.1539125890340487,0.2280847828344414,0.3360550590324148,1.1551106342826369e-58,2.9500452707985305e-29,1.2020962278315329e-26,2.404297783386343e-26,3.5827974101985174e-26,1.2817345878988568e-16,3.493420078782751e-16,,,,,,,,,,,,,,,,
1675078733423,0.01012095572290219,0.0,0.0254415798506342,0.03770216102279515,0.05554952763929778,0.09283999510538482,4.876392034663477e-30,1.987051699959145e-27,3.974277505473857e-27,5.9223242862899214e-27,2.1186930237483352e-17,5.774584551137576e-17,,,,,,,,,,,,,,,,
1675078733435,0.0030483732827578163,0.0,0.007662856592913126,0.011355672676647728,0.01673119619941339,0.02796286915969908,0.15366644093186813,5.984884707979987e-28,1.197029381181596e-27,1.783769796097595e-27,6.381380755717585e-18,1.7392714430002546e-17,,,,,,,,,,,,,,,,
1675078733440,0.0018489318582414645,0.0,0.004647757464582901,0.006887563640047872,0.010147983468611703,0.016960337478890336,0.09320340779409839,0.3041897957854374,7.260350202634787e-28,1.0819110712025442e-27,3.8705030796428905e-18,1.0549214557422882e-17,,,,,,,,,,,,,,,,
1675078733446,0.001014715318147867,0.0,0.0025507433783059667,0.0037799750699964024,0.005569331410463924,0.009308030560496635,0.05115111472101787,0.1669428995081137,0.35762358897153307,5.93765385094908e-28,2.1241771276457944e-18,5.789531700766165e-18,,,,,,,,,,,,,,,,
1675078733454,0.0004559409827772581,0.0,0.0011461228799030817,0.001698452282590406,0.00250246191348926,0.004182367729719395,0.022983677391036128,0.07501228010270615,0.16069063677646198,0.26205663686426955,9.54454308366576e-19,2.6014042818290843e-18,,,,,,,,,,,,,,,,
1675078733458,0.00030562638056478615,0.0,0.0007682691416191335,0.0011385066122553372,0.0016774503850525543,0.0028035249291234765,0.01540641968682762,0.38559507125978626,0.1077141550414942,0.17566181688680194,6.397898559231984e-19,1.743773437952971e-18,,,,,,,,,,,,,,,,
1675078733463,0.0001853717702295441,0.0,0.00046597878930311167,0.000690539166618425,0.0010174250886811368,0.0017004238247820761,0.009344465896461259,0.23387523295313806,0.4854421979654773,0.10654427768267179,3.880521633905482e-19,1.0576520537109825e-18,,,,,,,,,,,,,,,,
1675078733504,3.072106176664105e-06,0.0,7.722515219226162e-06,1.1444081460569888e-05,1.6861455740320638e-05,2.8180572093534697e-05,0.00015486280010488046,0.0038759383202436534,0.008045075973199376,0.011988494537864144,6.431062542822765e-21,1.7528124174158364e-20,0.0,,,,,,,,,,,,,,,
1675078733510,1.6860076170695893e-06,0.0,4.23820621222453e-06,6.280645069968667e-06,9.253763111772369e-06,1.546582587671845e-05,8.499050669566149e-05,0.0021271600509324504,0.004415231307352293,0.006579425301629524,3.529441955949567e-21,9.619638505679095e-21,0.2744058180470132,0.0,,,,,,,,,,,,,,
1675078733523,4.5949067894897857e-07,0.0,1.1550459382654414e-06,1.711675462328794e-06,2.5219446531633304e-06,4.214929256933905e-06,2.3162615180637903e-05,0.0005797187427509425,0.001203290904852628,0.001793102574586444,9.618851446644107e-22,2.621657330291742e-21,0.07478430961131752,0.17365805132266504,0.0,,,,,,,,,,,,,
1675078733534,1.529511602509129e-07,0.0,3.8448139319148274e-07,5.697672660847972e-07,8.394824497250555e-07,1.4030280694663306e-06,7.710164816460515e-06,0.0001929716061395945,0.00040054074750233684,0.0005968719971844058,3.2018375049752597e-22,8.726739166192312e-22,0.024893534183931972,0.057805743736672216,0.17888230894100576,,,,,,,,,,,,,
1675078733556,1.694747163098462e-08,0.0,4.2601752697166654e-08,6.313201261366786e-08,9.301730681928522e-08,0.06462252649141831,8.543106131579701e-07,2.138186343451939e-05,4.438117987606902e-05,6.613530242606621e-05,3.547737081142352e-23,9.669502618183856e-23,0.0027582822103803858,0.00640505897750698,0.01982072480581019,0.0,,,,,,,,,,,,
1675078733608,9.349181902134204e-11,0.0,2.3501531319123817e-10,3.4827181459557945e-10,5.131359653142566e-10,0.0003564943304222286,4.712859532825581e-09,1.1795442707243545e-07,2.4483163785570647e-07,3.648396563198907e-07,1.9571320156043517e-25,5.334243410992603e-25,1.5216241504201812e-05,3.5333920468189376e-05,0.00010934230525742299,0.002765890331132487,0.0,,,,,,,,,,,
1675078733614,5.130939815850945e-11,0.0,1.2897913853963372e-10,1.9113562437363578e-10,2.816149886628054e-10,0.00019564823673726782,2.586472150891333e-09,6.473476210615684e-08,1.3436645173917026e-07,2.0022824869690124e-07,1.0740968235358225e-25,2.927494853710648e-25,8.35085039512283e-06,1.9391666701763225e-05,6.000832944261881e-05,0.0015179527978854677,0.2744058180470132,0.0,,,,,,,,,,
1675078733621,2.547949307189773e-11,0.0,6.404914469445836e-11,9.49151420949424e-11,1.3984586469733316e-10,9.715603907642965e-05,1.2844040587983937e-09,3.2146331506350544e-08,6.672440525626967e-08,9.943040570677267e-08,5.333806974169267e-26,1.453750921277686e-25,4.1469095803786784e-06,9.629616700116842e-06,2.9799254506277812e-05,0.0007537930512789755,0.1362658965170063,0.31642560015420784,0.0,,,,,,,,,
1675078733636,5.685243369633349e-12,0.0,1.4291295913044448e-11,2.117843085615547e-11,3.1203830186011594e-11,2.1678442558510853e-05,2.8658928333497886e-10,7.1728160971965104e-09,1.4888227230640186e-08,2.2185922348975535e-08,1.1901332043472003e-26,3.243756758806174e-26,9.253005987909524e-07,2.1486579164650652e-06,6.649112430289587e-06,0.0001681939642506514,0.030405031312608976,0.07060409483747142,0.13926586966479837,,,,,,,,,
1675078733653,1.0386002938620648e-12,0.0,2.610784300675396e-12,3.868950382709658e-12,5.700425662323701e-12,3.9602942825635465e-06,5.2355140235381636e-11,1.3103553220180378e-09,0.09640224260765222,4.0530024790711765e-09,2.174177278623193e-27,5.925809158685867e-27,1.6903717419523684e-07,3.9252440016364475e-07,1.2146832905881455e-06,3.072626611370863e-05,0.005554498269121153,0.012898204857462766,0.0254415798506342,0.0,,,,,,,,
1675078733670,1.8973516176492794e-13,0.0,4.76947276588936e-13,7.067934902985773e-13,1.0413738485939384e-12,7.234805158246044e-07,9.564421520474609e-12,2.3938032798751127e-10,0.01761110140615259,7.404167758711907e-10,3.9718636717426813e-28,1.0825476999727095e-27,3.0880306677901816e-08,7.170774069858049e-08,2.2190262413261414e-07,5.6131825746344205e-06,0.001014715318147867,0.0023562895173153977,0.004647757464582901,0.09184911968544124,,,,,,,,
1675078733675,0.30357305783210015,0.0,2.892831463176313e-13,4.286919219513909e-13,6.316251673951655e-13,4.3881311455233363e-07,5.801114894583173e-12,1.4519150825649179e-10,0.010681672954139817,4.4908547553145434e-10,2.409057093110731e-28,6.565983706348415e-28,1.8729852781476226e-08,4.3492943272412476e-08,1.3459074500711899e-07,3.4045673300804735e-06,0.0006154559513367405,0.0014291618354112707,0.0028190074011777834,0.05570930715683531,,,,,,,,
1675078733678,0.22489245255008466,0.0,0.4827413513704213,3.1758278684065505e-13,4.679194326474784e-13,3.25080750734463e-07,4.29757161417533e-12,1.0756051480466911e-10,0.00791317795178989,3.326907029172159e-10,1.7846733892389682e-28,4.864200366362163e-28,1.3875416211203733e-08,3.222036484727948e-08,9.97072762364008e-08,2.5221655116613215e-06,0.0004559409827772581,0.001058749127975596,0.0020883720470291195,0.04127046980333803,,,,,,,,
1675078733683,0.13640416760959495,0.0,0.2927974303172698,0.4155975708858668,2.8380748217603626e-13,1.9717144220285195e-07,2.60660894630805e-12,6.523875000350645e-11,0.004799585043522587,2.0178711152063867e-10,1.0824591281466928e-28,2.9502866571840758e-28,8.415865348368768e-09,1.9542639147002163e-08,6.047552003381395e-08,1.5297707116923928e-06,0.0002765421850739168,0.0006421638070612136,0.0012666616754099945,0.025031805276468932,,,,,,,,
1675078733686,0.10105069274211094,0.0,0.21690967134781908,0.7615091342487292,2.1024975396180936e-13,1.4606819698196488e-07,1.9310234016169753e-12,4.8330054697097015e-11,0.0035556200519529894,1.4948756891322292e-10,8.01905445274319e-29,2.1856261118761264e-28,6.234626392875494e-09,1.447754316030702e-08,4.48013671462516e-08,1.133282016686965e-06,0.00020486748948989321,0.0004757266489332862,0.000938366048582956,0.018544017445364942,,,,,,,,
1675078733691,0.06129034333329117,0.0,0.13156236606064317,0.46187863757307807,0.35373945935513146,8.859483987850605e-08,1.1712248977032778e-12,2.931365995937791e-11,0.0021565925757985145,9.066879379177484e-11,4.863802387493857e-29,1.325649247521385e-28,3.78149205913257e-09,8.781073804039141e-09,2.7173402771243884e-08,6.873702892216085e-07,0.00012425841355397592,0.00028854279822038647,0.0005691477784989573,0.011247515134859783,,,,,,,,
1675078733704,0.01670356716429208,0.0,0.03585492751830421,0.12587661326189786,0.0964052491249362,0.15002172567602504,3.19196021417152e-13,7.988904309118621e-12,0.0005877400415262085,2.4710128944303527e-11,1.325540785626816e-29,3.612815663611937e-29,1.030576811219279e-09,2.393121788578783e-09,7.405616180082498e-09,1.8733025739987264e-07,3.386436824542689e-05,7.863708616605324e-05,0.0001551108645756458,0.00306530546688053,,,,,,,,
1675078733716,0.005031017748171488,0.0,0.01079929663704476,0.03791330732959436,0.029036703034384673,0.045185675434698945,0.15474027480663938,2.406211737426973e-12,0.00017702389861673146,7.442547813628401e-12,3.9924521228434896e-30,1.0881591665856536e-29,3.104037704701801e-10,7.207944311209066e-10,2.230528729084202e-09,5.642278924486465e-08,1.0199751705585961e-05,2.368503519485631e-05,4.671849461488198e-05,0.0009232522643672458,,,,,,,,
1675078733721,0.00305146651382442,0.0,0.006550104513699182,0.02299558330650669,0.01761165064732516,0.027406497530968882,0.09385472096258518,0.3047895164991556,0.00010737042201290845,4.514133435342852e-12,2.4215446199393655e-30,6.600018971815458e-30,1.8826940368056718e-10,4.3718392182495577e-10,1.3528840615594227e-09,3.422215158351463e-08,6.186462130894111e-06,1.4365700022053138e-05,2.8336199359545475e-05,0.0005599808049878483,,,,,,,,
1675078733733,0.000919084051807821,0.0,0.001972853566946183,0.006926136591464673,0.005304527237194124,0.008254678425113883,0.028268498714565472,0.0918008382210643,0.19630032631914507,1.3596308625246119e-12,7.29355223412868e-31,1.987887512821534e-30,5.6705654668748715e-11,1.3167726679475342e-10,4.074808487299697e-10,1.0307513976136616e-08,1.8633265860393355e-06,4.326865696709402e-06,8.534699234685335e-06,0.0001686629772442756,,,,,,,,
1675078733965,7.721883586766811e-14,0.0,1.6575356244873155e-13,5.819143565829068e-13,4.4567133689108523e-13,6.935346742177301e-13,2.375039103520259e-12,7.7128461158294e-12,1.6492596785889235e-11,4.5845720112283344e-11,6.127835770315476e-41,1.6701667195074949e-40,4.764248310066819e-21,1.1063150570534887e-20,3.42353854529475e-20,8.660080961707424e-19,1.5655141608889458e-16,3.635309865277798e-16,7.170612286077236e-16,1.4170585085401094e-14,,,,,,,,
1675078733969,5.1761333613633654e-14,0.0,1.1110793561120473e-13,3.9006885829345405e-13,2.987424310615976e-13,4.648901947489415e-13,1.592036321208146e-12,0.3351600230230156,1.1055318236764524e-11,3.0731305216202857e-11,4.1076111556566833e-41,1.1195462323074662e-40,3.1935711465292114e-21,7.415851599740113e-21,2.294866515286766e-20,5.805025868924092e-19,1.0493955243965249e-16,2.436821076246831e-16,4.806605157706987e-16,9.498827246798019e-15,,,,,,,,
1675078733997,3.1476099386098597e-15,0.0,6.756480522676039e-15,2.3720111700972196e-14,1.81665459416656e-14,2.8270001856532892e-14,9.68118283942889e-14,0.020381101989499068,0.04059558230802921,1.8687725947519815e-12,2.4978409161552758e-42,6.807967649844307e-42,1.9420126141852964e-22,4.509584001995203e-22,1.3955097651110337e-21,3.5300398663028535e-20,6.381380755717585e-18,1.481832422530202e-17,2.922899606548584e-17,5.776242797439159e-16,,,,,,,,
1675078734037,5.765048699816895e-17,0.0,1.237492574121003e-16,4.344490003154465e-16,3.3273189532314655e-16,5.177831453881014e-16,1.7731704890278917e-15,0.0003732929041941267,0.0007435340260317488,0.009344465896498351,4.574955222180498e-44,1.2469227704073262e-43,3.5569201758784546e-24,8.259591211895686e-24,2.555965292347595e-23,6.465493545403855e-22,1.168790655332409e-19,2.7140707544681346e-19,5.353477370156708e-19,1.0579557721154662e-17,,,,,,,,
1675078734040,4.270853119941816e-17,0.0,0.370409110340859,3.2184773539063885e-16,2.464938506573497e-16,3.835831884653976e-16,1.3135970066469781e-15,0.0002765421850782041,0.0005508235541811543,0.006922550598664904,3.3892101873942995e-44,9.237431081006763e-44,2.635031275801187e-24,6.118855665154933e-24,1.8935056600011774e-23,4.789755424135195e-22,8.658614136327768e-20,2.0106330671293766e-19,3.9659535798193173e-19,7.837529126585349e-18,,,,,,,,
1675078734044,2.8628384599708555e-17,0.0,0.24829265189570482,0.45930634896567224,1.6522976932013573e-16,2.5712350055062115e-16,8.805304059678815e-16,0.00018537177023241792,0.00036922807019622604,0.0046403244359811,2.271855528838592e-44,6.192035227471552e-44,1.7663142861004036e-24,4.101591611152064e-24,1.2692548011807347e-23,3.2106690764057617e-22,5.804042626468074e-20,1.3477676501189443e-19,2.658458186199697e-19,5.253652884938362e-18,,,,,,,,
1675078734048,1.919018008280252e-17,0.0,0.1664355418490398,0.7262600469254703,1.1075682657713159e-16,1.7235503672593732e-16,5.902371822641713e-16,0.0001242584135559023,0.00024750097701158437,0.0031105024895471517,1.5228703026774193e-44,4.1506453387330067e-44,1.1839958735722232e-24,2.749379077606847e-24,8.508069367584276e-24,2.1521758431015167e-22,3.8905661205668983e-20,9.03435673273071e-20,1.7820178137572056e-19,3.521628843687157e-18,,,,,,,,
1675078734056,8.62270373782862e-18,0.0,0.07478430961131753,0.3263296745647463,0.2620566368642696,7.744411011245132e-17,2.652106616902267e-16,5.583290424592296e-05,0.00011120935761861541,0.0013976388615122607,6.842697355869265e-45,1.8650051704708816e-44,5.320036393912734e-25,1.2353756529066503e-24,3.822921995574091e-24,9.670349421789153e-23,1.7481440447838744e-20,4.059398152183348e-20,8.007122182939634e-20,1.5823698403392724e-18,,,,,,,,
1675078734066,3.172115432459299e-18,0.0,0.027511610028203612,0.12004997831653752,0.09640524912489509,0.197695525599823,9.756555001530903e-17,2.053977761296875e-05,4.0911636333771315e-05,0.0005141626033326214,2.5172876793824912e-45,6.860970598946785e-45,1.9571320156043517e-25,4.544693048281043e-25,1.4063744073738116e-24,3.5575227412203736e-23,6.431062542822765e-21,1.4933691237175958e-20,2.9456556340512917e-20,5.82121332590556e-19,,,,,,,,
1675078734077,1.0559055016181275e-18,0.0,0.009157819444367091,0.03996116638015679,0.03209051975038715,0.0658071238486745,0.17101445157122336,6.837098032946464e-06,1.361830072228419e-05,0.00017114986296835555,8.379322778158666e-46,2.2838187184920585e-45,6.514726549744264e-26,1.512796900056437e-25,4.681413730677644e-25,1.1841964501505868e-23,2.140714757959538e-21,4.970993985731268e-21,9.805235831080058e-21,1.9377135882318828e-19,,,,,,,,
1675078734081,7.07794624453949e-19,0.0,0.006138669951534219,0.026786770887584535,0.02151091867638711,0.04411183428771652,0.11463441504998205,0.33516460606168785,9.128619967088715e-06,0.0001147251840239414,5.6168280304028456e-46,1.5308894685166646e-45,4.3669518007341825e-26,1.0140580876884048e-25,3.138045467459716e-25,7.937906189801832e-24,1.434964015104612e-21,3.3321569173582747e-21,6.5726461336798934e-21,1.2988882616674813e-19,,,,,,,,
1675078734098,1.2930241630082892e-19,0.0,0.0011214338597429008,0.004893501703737141,0.003929690429414184,0.008058505340110303,0.02094181891905456,0.061229051373095686,0.12195795536138046,2.0958400915092084e-05,1.0261019385921695e-46,2.796682830438415e-46,7.977701443265537e-27,1.8525170505309424e-26,5.732692046332546e-26,1.45012467635301e-24,2.621442831681732e-22,6.087301683597047e-22,1.2007141580522209e-21,2.3728548499214702e-20,,,,,,,,
1675078734114,2.6105707619432698e-20,0.0,0.00022641359144339853,0.000987980954785443,0.0007933908144956458,0.0016269841684096059,0.004228080320231711,0.012361932272343891,0.12557114552653803,4.2314281674930935e-06,2.0716640850932298e-47,5.646405254009565e-47,1.610670142996258e-27,3.740167420279259e-27,1.1574105628901951e-26,2.927751228137989e-25,5.2926017983859047e-23,1.2290050139012545e-22,2.4242000761762738e-22,4.7907113190587486e-21,0.0,,,,,,,
1675078734144,1.2997266500401624e-21,0.0,1.1272468956606086e-05,4.918867534205035e-05,3.950060272372994e-05,8.100277202604132e-05,0.00021050372396819628,0.000615464367202089,0.006251819207360738,2.1067040346868387e-07,1.0314208143978494e-48,2.8111796441404034e-48,8.01905445274319e-29,1.862119710607008e-28,5.762407882430203e-28,1.4576415055940367e-26,2.635031275801187e-24,6.118855665154933e-24,1.2069381492996911e-23,2.3851547197267754e-22,0.024893534183931972,,,,,,,
1675078734159,2.900082155726436e-22,0.0,2.51522780355572e-06,1.0975477006560813e-05,8.813775811705365e-06,1.8074161494637348e-05,4.69697296408645e-05,0.000137328662819454,0.0013949694209574313,4.7006920864501843e-08,2.3014109149701604e-49,6.2725896420305424e-49,0.11156508007421491,4.154950692432894e-29,1.2857669936472256e-28,3.252437825821958e-27,5.879549505656402e-25,1.3653012444911473e-24,2.693043025424896e-24,5.321999545914187e-23,0.005554498269121153,0.0,,,,,,
1675078734163,1.9439832041336837e-22,0.0,1.6860076170695897e-06,7.357082252300943e-06,5.908050607850152e-06,1.2115472765140882e-05,3.148475133514581e-05,9.205415558314933e-05,0.0009350759664744947,3.150968135788646e-08,1.542681870469734e-49,4.204642577608563e-49,0.07478430961131752,2.7851467394274533e-29,8.618753903727151e-29,2.1801742731330328e-27,3.9411798953004253e-25,9.151887930598164e-25,1.8052007247787764e-24,3.567442980618854e-23,0.003723291535462169,0.7451043556469568,0.0,,,,,
1675078734192,1.0696421562700744e-23,0.0,9.276956813079893e-08,4.0481035574144277e-07,3.2507996870012926e-07,6.666323240437551e-07,1.732392401134989e-06,5.065116059758372e-06,5.1450890672783774e-05,1.7337641312622615e-09,8.48833240358856e-51,2.3135297380629396e-50,0.004114873524510012,1.5324774193290094e-30,4.7423159265679515e-30,1.199602087919167e-28,2.1685640866100208e-26,5.035663435368809e-26,9.932795672548856e-26,1.962922001612754e-24,0.00020486748948989321,0.040998040925750004,0.027511610028203605,,,,,
1675078734205,2.915114947530517e-24,0.0,2.5282656741677605e-08,1.103236920889519e-07,8.859462674928688e-08,1.8167850256607565e-07,4.7213200731981747e-07,1.3804051616913211e-06,1.4022003488250711e-05,4.725058473909611e-10,2.3133404498187066e-51,6.305104077518042e-51,0.0011214338597429006,4.176488188738726e-31,0.1362658965170063,3.2692970794795443e-29,5.9100265883299645e-27,1.372378385156881e-26,2.7070026144802094e-26,5.3495865268543845e-25,5.583290424505739e-05,0.011173269604376476,0.007497788410238852,,,,,
1675078734208,2.1595702685122278e-24,0.0,0.4208832585693756,8.172980127237501e-08,6.56325137503677e-08,1.34590745007119e-07,3.497639935895547e-07,1.022629295704023e-06,1.0387755674558741e-05,3.5004094112587885e-10,1.713764755865744e-51,4.6709359839199734e-51,0.000830778636586967,3.094018548679642e-31,0.10094825899732769,2.4219548452999797e-29,4.37825538134826e-27,1.0166829133939655e-26,2.005396860239993e-26,3.9630711722071667e-25,4.1362032778316114e-05,0.008277361707511305,0.005554498269121153,,,,,
1675078734212,1.4476032418063165e-24,0.0,0.2821264852598537,0.45930641002829414,4.399478963858111e-08,9.021887438914298e-08,2.344538162845593e-07,6.85488916573715e-07,6.963120861977186e-06,2.3463945976985793e-10,1.1487708700461751e-51,3.131022023770743e-51,0.0005568875739224012,2.073982655986048e-31,0.06766764161830635,1.623484883397713e-29,2.9348323487811347e-27,6.815029373098918e-27,1.3442577156758005e-26,2.656526050596408e-25,2.7725799716088473e-05,0.005548481480832614,0.003723291535462169,,,,,
1675078734217,8.78015749254932e-25,0.0,0.17111836322706556,0.2785834198847025,0.378563913326051,5.4720513401778085e-08,1.422034278632183e-07,4.157700447951537e-07,4.223346290073823e-06,1.4231602632882782e-10,6.967647536677624e-52,1.8990608536524532e-51,0.00033776938759692187,1.2579340685677773e-31,0.0410424993119494,9.846933573607025e-30,1.780065800652199e-27,4.1335242616266614e-27,8.153335191126408e-27,1.611264498012036e-25,1.6816547592859484e-05,0.0033653241329727342,0.002258290471306333,,,,,
1675078734235,1.4513502719288396e-25,0.0,0.028285675195731563,0.04604952958390874,0.06257619399360925,0.09509622087737396,2.350606852708855e-08,6.872632616047809e-08,6.981144463239648e-07,2.3524680928269263e-11,1.1517443913326908e-52,3.139126477738885e-52,5.583290424505739e-05,2.0793510299031118e-32,0.006784279506100467,1.62768717210906e-30,2.9424289780907764e-28,6.832669648838434e-28,1.3477372423911263e-27,2.66340230152303e-26,2.7797566208250683e-06,0.0005562843376856677,0.0003732929041883396,,,,,
1675078734248,3.9553909192916674e-26,0.0,0.00770874577827042,0.012549960865875459,0.017054002350322544,0.025916743586469226,0.13965804284773214,1.8730108897155445e-08,1.9025838179961727e-07,6.4112234739342576e-12,3.1388696408676657e-53,8.555117675387253e-53,1.5216241504201812e-05,5.666892645266175e-33,0.0018489318582414645,4.435965035133448e-31,8.01905445274319e-29,1.862119710607008e-28,3.6730124720757035e-28,7.258618048049893e-27,7.575720560716245e-07,0.0001516051679862132,0.00010173418450532208,,,,,
1675078734254,2.170764561807912e-26,0.0,0.0042306493828055056,0.006887564555717111,0.009359434931831886,0.014223410449919541,0.07664595898895352,0.27491318598538883,1.0441601379604976e-07,3.518554044094283e-12,1.7226481830904381e-53,4.695148128406229e-53,8.35085039512283e-06,3.110056624217708e-33,0.001014715318147867,2.434509228587497e-31,4.40095039413704e-29,1.0219529649811729e-28,2.0157919841936286e-28,3.983614046731885e-27,4.1576435955178394e-07,8.320268028282342e-05,5.583290424505739e-05,,,,,
