caller_service,callee_service,operation,timestamp,time,interval_number
ts-travel-service-64469b5b48-5rjvb,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId},1675078733,2023-01-30 11:38:53.534,1
ts-food-service-f5756978c-6sb8t,ts-station-food-service-dc4d75dd-k65k2,/api/v1/stationfoodservice/stationfoodstores,1675078733,2023-01-30 11:38:53.556,1
ts-gateway-service-6f6cfc45b-d9pnv,ts-preserve-other-service-66646bdb5b-l8hp6,/api/v1/preserveotherservice/preserveOther,1675078733,2023-01-30 11:38:53.608,1
ts-preserve-other-service-66646bdb5b-l8hp6,ts-security-service-cb9788d56-bdkcx,/api/v1/securityservice/securityConfigs/{accountId},1675078733,2023-01-30 11:38:53.614,1
ts-security-service-cb9788d56-bdkcx,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/security/{checkDate}/{accountId},1675078733,2023-01-30 11:38:53.621,1
ts-security-service-cb9788d56-bdkcx,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId},1675078733,2023-01-30 11:38:53.636,1
ts-preserve-other-service-66646bdb5b-l8hp6,ts-contacts-service-866bd68c97-dzqgd,/api/v1/contactservice/contacts/{id},1675078733,2023-01-30 11:38:53.653,1
ts-preserve-other-service-66646bdb5b-l8hp6,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trip_detail,1675078733,2023-01-30 11:38:53.670,1
ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel,1675078733,2023-01-30 11:38:53.675,1
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078733,2023-01-30 11:38:53.678,1
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078733,2023-01-30 11:38:53.683,1
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name},1675078733,2023-01-30 11:38:53.686,1
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId},1675078733,2023-01-30 11:38:53.691,1
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType},1675078733,2023-01-30 11:38:53.704,1
ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078733,2023-01-30 11:38:53.716,1
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078733,2023-01-30 11:38:53.721,1
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078733,2023-01-30 11:38:53.733,1
ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078733,2023-01-30 11:38:53.965,1
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078733,2023-01-30 11:38:53.969,1
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078733,2023-01-30 11:38:53.997,1
ts-preserve-other-service-66646bdb5b-l8hp6,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel,1675078734,2023-01-30 11:38:54.037,1
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078734,2023-01-30 11:38:54.040,1
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078734,2023-01-30 11:38:54.044,1
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name},1675078734,2023-01-30 11:38:54.048,1
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId},1675078734,2023-01-30 11:38:54.056,2
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType},1675078734,2023-01-30 11:38:54.066,2
ts-preserve-other-service-66646bdb5b-l8hp6,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats,1675078734,2023-01-30 11:38:54.077,2
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078734,2023-01-30 11:38:54.081,2
ts-preserve-other-service-66646bdb5b-l8hp6,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther,1675078734,2023-01-30 11:38:54.098,2
ts-preserve-other-service-66646bdb5b-l8hp6,ts-assurance-service-69876c9868-wqgrl,/api/v1/assuranceservice/assurances/{typeIndex}/{orderId},1675078734,2023-01-30 11:38:54.114,2
ts-preserve-other-service-66646bdb5b-l8hp6,ts-food-service-f5756978c-6sb8t,/api/v1/foodservice/orders,1675078734,2023-01-30 11:38:54.144,2
ts-food-service-f5756978c-6sb8t,ts-delivery-service-7d97b69596-gfnbr,food_delivery process,1675078734,2023-01-30 11:38:54.159,2
ts-food-service-f5756978c-6sb8t,ts-delivery-service-7d97b69596-gfnbr,food_delivery process,1675078734,2023-01-30 11:38:54.159,2
ts-preserve-other-service-66646bdb5b-l8hp6,ts-user-service-687d654649-f8jtd,/api/v1/userservice/users/id/{userId},1675078734,2023-01-30 11:38:54.163,2
ts-gateway-service-6f6cfc45b-d9pnv,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trips/left,1675078734,2023-01-30 11:38:54.192,2
ts-travel-service-64469b5b48-5rjvb,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels,1675078734,2023-01-30 11:38:54.205,2
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist,1675078734,2023-01-30 11:38:54.208,2
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames,1675078734,2023-01-30 11:38:54.212,2
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/,1675078734,2023-01-30 11:38:54.217,2
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes,1675078734,2023-01-30 11:38:54.235,2
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078734,2023-01-30 11:38:54.248,2
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078734,2023-01-30 11:38:54.254,2
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078734,2023-01-30 11:38:54.261,2
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078734,2023-01-30 11:38:54.299,2
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078734,2023-01-30 11:38:54.303,2
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078734,2023-01-30 11:38:54.333,2
ts-gateway-service-6f6cfc45b-d9pnv,ts-food-service-f5756978c-6sb8t,/api/v1/foodservice/foods/{date}/{startStation}/{endStation}/{tripId},1675078734,2023-01-30 11:38:54.353,2
ts-food-service-f5756978c-6sb8t,ts-train-food-service-59bbbdd99b-cz98n,/api/v1/trainfoodservice/trainfoods/{tripId},1675078734,2023-01-30 11:38:54.357,2
ts-food-service-f5756978c-6sb8t,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/routes/{tripId},1675078734,2023-01-30 11:38:54.366,2
ts-travel-service-64469b5b48-5rjvb,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId},1675078734,2023-01-30 11:38:54.370,2
ts-food-service-f5756978c-6sb8t,ts-station-food-service-dc4d75dd-k65k2,/api/v1/stationfoodservice/stationfoodstores,1675078734,2023-01-30 11:38:54.383,2
ts-gateway-service-6f6cfc45b-d9pnv,ts-preserve-service-b5ccf8557-l5l4p,/api/v1/preserveservice/preserve,1675078734,2023-01-30 11:38:54.451,2
ts-preserve-service-b5ccf8557-l5l4p,ts-security-service-cb9788d56-bdkcx,/api/v1/securityservice/securityConfigs/{accountId},1675078734,2023-01-30 11:38:54.456,2
ts-security-service-cb9788d56-bdkcx,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/security/{checkDate}/{accountId},1675078734,2023-01-30 11:38:54.460,2
ts-security-service-cb9788d56-bdkcx,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId},1675078734,2023-01-30 11:38:54.471,2
ts-preserve-service-b5ccf8557-l5l4p,ts-contacts-service-866bd68c97-dzqgd,/api/v1/contactservice/contacts/{id},1675078734,2023-01-30 11:38:54.489,2
ts-preserve-service-b5ccf8557-l5l4p,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trip_detail,1675078734,2023-01-30 11:38:54.511,2
ts-travel-service-64469b5b48-5rjvb,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel,1675078734,2023-01-30 11:38:54.520,2
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078734,2023-01-30 11:38:54.523,2
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078734,2023-01-30 11:38:54.527,2
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name},1675078734,2023-01-30 11:38:54.531,2
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId},1675078734,2023-01-30 11:38:54.535,2
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType},1675078734,2023-01-30 11:38:54.549,2
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078734,2023-01-30 11:38:54.561,2
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078734,2023-01-30 11:38:54.565,2
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078734,2023-01-30 11:38:54.587,2
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078734,2023-01-30 11:38:54.596,2
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078734,2023-01-30 11:38:54.599,2
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078734,2023-01-30 11:38:54.614,2
ts-preserve-service-b5ccf8557-l5l4p,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel,1675078734,2023-01-30 11:38:54.629,2
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078734,2023-01-30 11:38:54.632,2
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId},1675078734,2023-01-30 11:38:54.636,2
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name},1675078734,2023-01-30 11:38:54.639,2
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId},1675078734,2023-01-30 11:38:54.643,2
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType},1675078734,2023-01-30 11:38:54.658,2
ts-preserve-service-b5ccf8557-l5l4p,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats,1675078734,2023-01-30 11:38:54.671,2
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078734,2023-01-30 11:38:54.676,2
ts-preserve-service-b5ccf8557-l5l4p,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order,1675078734,2023-01-30 11:38:54.706,2
ts-preserve-service-b5ccf8557-l5l4p,ts-assurance-service-69876c9868-wqgrl,/api/v1/assuranceservice/assurances/{typeIndex}/{orderId},1675078734,2023-01-30 11:38:54.724,2
ts-preserve-service-b5ccf8557-l5l4p,ts-food-service-f5756978c-6sb8t,/api/v1/foodservice/orders,1675078734,2023-01-30 11:38:54.743,2
ts-food-service-f5756978c-6sb8t,ts-delivery-service-7d97b69596-gfnbr,food_delivery process,1675078734,2023-01-30 11:38:54.758,2
ts-food-service-f5756978c-6sb8t,ts-delivery-service-7d97b69596-gfnbr,food_delivery process,1675078734,2023-01-30 11:38:54.758,2
ts-preserve-service-b5ccf8557-l5l4p,ts-user-service-687d654649-f8jtd,/api/v1/userservice/users/id/{userId},1675078734,2023-01-30 11:38:54.761,2
ts-gateway-service-6f6cfc45b-d9pnv,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trips/left,1675078737,2023-01-30 11:38:57.440,5
ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels,1675078737,2023-01-30 11:38:57.448,5
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist,1675078737,2023-01-30 11:38:57.452,5
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames,1675078737,2023-01-30 11:38:57.458,5
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/,1675078737,2023-01-30 11:38:57.464,5
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes,1675078737,2023-01-30 11:38:57.493,5
ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078737,2023-01-30 11:38:57.521,5
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078737,2023-01-30 11:38:57.528,5
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078737,2023-01-30 11:38:57.538,5
ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078737,2023-01-30 11:38:57.546,5
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078737,2023-01-30 11:38:57.550,5
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078737,2023-01-30 11:38:57.555,5
ts-gateway-service-6f6cfc45b-d9pnv,ts-execute-service-775f544d9-tmwcv,/api/v1/executeservice/execute/execute/{orderId},1675078740,2023-01-30 11:39:00.052,8
ts-execute-service-775f544d9-tmwcv,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/{orderId},1675078740,2023-01-30 11:39:00.058,8
ts-execute-service-775f544d9-tmwcv,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/{orderId},1675078740,2023-01-30 11:39:00.066,8
ts-gateway-service-6f6cfc45b-d9pnv,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trips/left,1675078740,2023-01-30 11:39:00.315,8
ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels,1675078740,2023-01-30 11:39:00.324,8
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist,1675078740,2023-01-30 11:39:00.328,8
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames,1675078740,2023-01-30 11:39:00.335,8
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/,1675078740,2023-01-30 11:39:00.576,8
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes,1675078740,2023-01-30 11:39:00.619,8
ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078740,2023-01-30 11:39:00.633,8
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078740,2023-01-30 11:39:00.639,8
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078740,2023-01-30 11:39:00.647,8
ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078740,2023-01-30 11:39:00.657,8
ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets,1675078740,2023-01-30 11:39:00.661,8
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078740,2023-01-30 11:39:00.666,8
ts-gateway-service-6f6cfc45b-d9pnv,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trips/left,1675078741,2023-01-30 11:39:01.764,9
ts-travel-service-64469b5b48-5rjvb,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels,1675078741,2023-01-30 11:39:01.782,9
ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist,1675078741,2023-01-30 11:39:01.785,9
ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames,1675078741,2023-01-30 11:39:01.790,9
ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/,1675078742,2023-01-30 11:39:02.039,9
ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes,1675078742,2023-01-30 11:39:02.058,10
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078742,2023-01-30 11:39:02.075,10
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078742,2023-01-30 11:39:02.082,10
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078742,2023-01-30 11:39:02.089,10
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078742,2023-01-30 11:39:02.100,10
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078742,2023-01-30 11:39:02.105,10
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078742,2023-01-30 11:39:02.110,10
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078742,2023-01-30 11:39:02.120,10
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078742,2023-01-30 11:39:02.124,10
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078742,2023-01-30 11:39:02.129,10
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078742,2023-01-30 11:39:02.138,10
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078742,2023-01-30 11:39:02.142,10
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078742,2023-01-30 11:39:02.147,10
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078742,2023-01-30 11:39:02.177,10
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078742,2023-01-30 11:39:02.181,10
ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName},1675078742,2023-01-30 11:39:02.201,10
ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets,1675078742,2023-01-30 11:39:02.228,10
ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets,1675078742,2023-01-30 11:39:02.232,10
